date,revenue_actual,revenue_predicted
2001-08-17,149052,148477.44
2009-12-05,156853,150400.3
2019-07-24,115590,149190.81
2005-09-29,158989,148557.78
2018-06-14,113517,147549.92
2017-06-26,150173,149248.36
2005-10-12,162763,124022.45
2014-07-02,131171,149209.69
2019-12-09,129167,150575.16
2023-11-18,160704,148089.06
2005-11-20,193878,146505.56
2014-05-09,148319,145036.05
2015-06-08,141243,148999.67
2015-12-13,157559,149251.2
2014-07-31,139618,148827.73
2008-04-21,131122,149838.14
2002-11-12,153064,149952.94
2013-08-30,162225,147218.44
2011-03-22,160959,150374.52
2011-12-24,136231,150335.52
2007-10-30,159958,149428.52
2002-07-16,175276,149922.27
2017-10-19,129462,148343.88
2005-04-02,155993,150807.94
2017-01-09,152079,148736.56
2009-02-02,151917,148884.69
2013-02-10,156152,147691.69
2021-09-10,107973,148327.16
2022-11-15,132715,149737.66
2021-09-07,115299,129645.766
2005-04-21,157439,149761.83
2014-12-10,130838,150966.5
2021-01-22,148561,124270.67
2022-04-06,149835,149444.55
2006-10-01,167533,146974.75
2004-09-28,175892,148948.03
2015-06-21,144923,148167.06
2013-05-17,135239,121641.164
2016-07-15,146942,149095.38
2020-01-25,141664,150114.89
2018-08-27,157839,149729.92
2007-02-15,160759,149934.33
2016-07-25,151048,149122.53
2004-02-11,179927,148849.73
2014-01-18,161789,150377.34
2009-04-27,168303,149888.42
2020-03-31,131743,152022.6
2008-02-16,175703,145733.22
2004-02-21,136866,147335.58
2012-02-26,135012,125679.7
2007-08-09,131848,132045.95
2008-05-01,136065,149349.45
2007-03-23,170655,147283.86
2009-05-06,124681,149730.33
2021-11-04,169377,150306.77
2015-03-10,172278,149970.2
2021-10-21,130017,148410.94
2023-08-24,200000,148571.86
2018-07-01,157243,149126.34
2008-03-05,124795,148789.0
2016-01-06,175893,149093.94
2011-06-16,121742,126440.875
2003-03-26,159310,150961.75
2011-05-12,127643,149680.22
2001-04-28,168143,149755.19
2013-12-29,154339,150229.27
2023-04-19,138312,146566.56
2018-03-03,160002,150794.89
2001-04-02,159564,149576.55
2016-03-27,158016,147979.02
2006-09-02,132992,147799.75
2013-06-01,134998,148898.6
2004-09-24,113211,125844.3
2002-07-10,124241,149393.34
2007-02-01,153119,146545.06
2020-09-24,123499,147786.92
2017-05-07,165138,146516.61
2013-05-09,147109,145235.11
2011-05-19,143009,149357.69
2000-11-26,125177,148210.28
2012-04-30,147248,151190.25
2018-03-15,170521,147594.44
2006-12-29,108793,125080.836
2019-08-23,127926,131631.14
2004-06-05,158770,148576.3
2004-04-08,131439,150207.61
2002-01-18,146471,149490.7
2019-02-04,145159,149944.6
2009-06-26,169064,149019.72
2014-12-12,151279,150462.3
2021-03-29,152856,151663.31
2005-07-27,126785,130672.26
2002-08-18,141021,132508.62
2019-03-25,156818,151028.0
2013-11-20,112751,149699.53
2012-06-16,152169,148842.45
2017-12-10,153890,149107.42
2023-08-28,156632,150934.2
2019-02-27,156329,151442.27
2005-03-30,136602,147957.98
2007-11-20,133855,125953.42
2016-03-05,151219,149796.6
2022-06-01,128679,129063.55
2003-07-19,138788,148354.3
2014-04-03,152895,150168.58
2012-10-05,135845,149616.66
2006-10-21,155808,148439.25
2001-10-26,151072,148267.66
2004-05-25,139577,149798.66
2002-04-21,158592,150066.66
2021-07-05,129578,134970.17
2016-03-15,134602,149569.38
2002-04-13,110215,121476.55
2009-08-30,179417,148226.34
2022-05-25,151235,149439.75
2004-11-15,161450,149994.39
2008-08-08,109479,127605.805
2020-09-20,115918,146836.16
2009-06-16,124798,150036.48
2022-02-01,146367,150065.42
2019-07-13,114543,130169.125
2016-01-22,138037,150637.81
2008-09-04,154488,148810.08
2009-12-28,132748,149098.4
2024-05-18,171861,147328.0
2015-06-18,135535,149455.27
2016-10-27,166993,149552.6
2024-08-08,143914,130584.36
2009-08-23,172826,148586.6
2001-02-15,167761,147681.9
2024-01-23,148585,150735.89
2007-11-22,142596,149433.88
2010-01-10,176879,150694.84
2012-11-04,159144,148795.61
2013-07-27,155997,147354.92
2022-07-26,118960,149375.33
2001-08-27,164616,149417.78
2000-01-31,136912,150011.2
2000-09-20,165586,149589.03
2009-06-19,164593,146474.12
2000-09-04,142481,149433.48
2002-05-02,158081,150123.89
2024-03-16,143063,122697.61
2016-06-13,156971,150485.4
2000-07-18,139529,149427.53
2001-06-16,134662,148204.2
2010-07-09,163949,148613.88
2008-04-06,147297,150508.73
2023-05-28,166608,149766.62
2014-01-01,142937,148830.88
2001-03-31,141572,150551.2
2014-05-02,135154,123633.03
2017-12-21,152576,149200.16
2005-12-29,147978,150079.86
2010-02-21,156429,147061.89
2024-04-17,143898,120326.37
2012-09-09,164362,147213.55
2019-10-25,132373,147861.47
2005-04-29,155756,148436.34
2015-07-17,171422,148581.36
2020-11-18,135522,149710.06
2010-02-06,130130,147294.58
2009-05-31,134399,148938.58
2017-10-25,174946,147999.97
2022-09-26,154518,151221.6
2014-05-06,168126,149316.38
2021-03-10,144510,149879.42
2008-12-30,137764,148788.92
2004-08-18,131403,149517.33
2018-05-18,155258,149348.42
2000-08-05,147549,148561.86
2002-10-02,126778,148403.16
2020-12-26,139709,150094.88
2021-01-11,131254,127671.414
2012-04-02,143677,150104.53
2017-12-13,143318,150750.42
2008-12-13,148360,149949.48
2003-04-10,155025,149624.81
2017-10-12,156387,149031.02
2014-02-02,155868,146622.23
2001-11-06,154813,150007.81
2003-10-06,136672,149933.78
2022-10-02,147221,147493.28
2018-05-25,107183,147456.9
2000-08-17,147584,149166.8
2003-11-15,135682,148492.66
2013-03-21,172197,150227.98
2008-03-26,121556,147743.92
2019-11-01,171659,148189.52
2009-03-29,156501,150284.73
2014-09-03,172767,148780.22
2018-11-08,113979,127322.66
2010-02-10,139461,148989.69
2014-06-02,122019,149594.89
2013-11-07,105366,150055.58
2023-10-30,148757,150339.16
2016-08-28,104669,132033.81
2015-09-02,176211,148366.77
2004-05-12,161925,121635.93
2010-12-06,153484,150493.12
2016-04-06,170252,149969.8
2008-04-22,164049,150157.84
2007-01-13,144131,150281.02
2007-11-08,141827,149682.33
2000-12-03,130575,148030.73
2013-11-22,168502,150135.64
2015-05-11,129375,149055.94
2023-01-02,130423,149939.6
2008-11-30,135188,150067.31
2015-12-14,155642,126707.0
2012-06-20,172756,149377.95
2018-06-19,127014,150224.06
2023-10-28,177857,147786.84
2000-04-06,126540,149469.6
2006-06-20,156815,149657.16
2023-10-24,151576,149473.64
2022-01-12,144244,149635.36
2008-06-17,154035,150037.69
2018-07-16,161388,149753.98
2008-05-21,141674,149375.03
2004-06-04,134536,149570.64
2022-08-21,154500,147901.58
2006-01-24,109880,151130.64
2002-10-14,114752,149749.36
2015-08-07,152282,148361.95
2006-04-22,181043,149523.0
2011-03-26,156057,148041.72
2000-12-16,136921,150419.06
2014-12-23,163412,147358.16
2013-12-21,144794,148664.55
2007-07-17,158631,149584.39
2022-08-26,133153,147623.66
2015-11-27,157942,147272.16
2008-12-01,151830,150770.73
2005-09-25,161964,147516.6
2006-05-10,155196,149099.62
2011-02-12,130340,147226.4
2015-04-25,160833,150012.44
2015-04-05,146117,150883.66
2010-10-25,165427,149859.73
2014-04-01,140110,149293.22
2002-01-12,127965,149391.92
2000-06-29,150260,148943.28
2003-01-20,150091,150829.72
2008-05-13,150331,148810.47
2000-12-15,133223,149409.61
2021-06-11,154569,149209.16
2020-02-23,161616,146784.36
2009-02-28,158620,150735.03
2004-10-07,132177,127429.7
2018-01-01,133952,149919.27
2015-01-06,175785,150015.23
2000-03-22,117460,147450.61
2003-06-17,149532,149579.56
2020-12-13,149138,149286.12
2007-11-14,187439,149117.97
2002-04-11,177964,149992.11
2015-05-23,160879,148798.5
2008-06-25,134733,149201.31
2003-04-14,149849,149373.11
2014-10-25,135054,146898.23
2010-03-12,159880,150003.73
2023-02-16,173255,148954.88
2021-01-20,154869,150164.89
2007-02-27,115742,123733.48
2012-07-03,161506,149511.12
2012-06-27,155009,149267.5
2024-02-09,133288,149619.25
2006-08-04,137663,150060.69
2017-12-18,148313,149109.34
2019-05-08,155451,149231.39
2011-08-06,160876,147536.7
2022-12-20,147388,124745.48
2019-08-26,123498,132894.95
2001-12-11,117946,149542.03
2014-04-21,132402,149495.42
2017-05-20,171850,149036.02
2008-12-27,156534,151218.28
2018-03-06,123940,148953.03
2011-12-03,143944,150249.7
2018-10-07,159298,147944.25
2020-11-11,131908,125842.2
2015-02-22,162831,150344.03
2010-07-24,153306,147798.23
2006-02-23,147421,148111.67
2017-09-06,156843,149078.2
2014-01-04,166731,125348.47
2003-02-13,116444,122949.875
2019-01-26,131020,150711.7
2024-01-15,152574,149486.3
2017-04-10,159650,149425.64
2017-09-07,161574,149905.64
2019-02-28,172642,151876.86
2012-10-11,124525,148944.34
2018-03-26,140540,151296.1
2000-06-21,157680,149066.81
2018-10-25,138487,148662.55
2021-03-25,141052,121568.59
2003-10-25,126753,148487.38
2019-10-30,132254,149399.94
2018-05-09,156999,149552.11
2022-04-20,134482,149933.62
2006-09-21,173445,148084.73
2009-10-14,137625,149413.92
2012-10-01,132888,149795.2
2022-12-26,118332,125832.5
2014-11-13,160112,150431.9
2023-05-15,129777,148863.97
2014-06-13,135083,149257.8
2014-07-22,139934,149690.88
2019-01-01,168493,149829.02
2017-07-07,152213,149753.66
2023-05-06,168255,149320.83
2001-06-17,171450,148226.97
2004-04-18,157850,149764.53
2013-01-27,129511,150568.12
2004-01-23,118494,124138.38
2000-03-06,148763,149632.61
2005-01-06,144014,148320.53
2013-06-09,154663,147854.84
2000-12-20,152995,148878.62
2012-02-05,172120,145089.81
2009-03-19,148755,149630.86
2008-06-12,143550,149090.22
2023-09-16,125662,127788.57
2010-01-28,190924,148885.02
2016-05-18,134365,149303.36
2001-04-17,149362,149757.84
2005-08-19,147070,148458.39
2006-03-26,139387,150241.14
2021-05-30,117903,149426.1
2010-12-24,132547,149821.45
2007-10-26,144909,147828.58
2011-06-24,144865,148320.0
2002-05-18,147403,149222.88
2004-03-30,145340,148755.61
2000-11-19,162645,149151.55
2024-02-28,150792,148528.28
2011-05-11,155851,149387.28
2005-10-15,121028,147384.84
2012-02-10,181410,146970.47
2004-06-03,170310,149243.42
2009-08-02,118735,148777.11
2022-12-13,176022,149470.28
2006-06-30,122188,127489.47
2008-03-16,138470,123422.67
2002-12-11,126053,150258.61
2008-01-05,147200,149393.0
2022-03-25,152949,150674.8
2016-01-05,174422,148644.62
2003-09-01,112106,150352.16
2009-10-20,123370,125414.99
2006-08-01,168347,149067.08
2013-08-17,157679,148571.83
2022-11-09,172691,149789.11
2010-10-09,139677,147591.02
2000-03-14,169394,150078.69
2019-09-17,137582,149963.94
2013-12-20,153754,150932.98
2024-06-08,142774,148732.52
2023-04-12,109292,121284.016
2022-07-30,143709,146904.94
2021-11-06,139481,147454.83
2003-10-05,175735,147215.39
2022-08-30,147009,148950.06
2021-01-24,154239,150473.0
2024-02-02,150636,149550.92
2005-05-11,139814,149677.72
2023-05-30,165391,149950.33
2013-08-01,143458,136493.53
2013-07-09,141024,149512.38
2020-04-06,134953,126710.52
2021-06-21,151758,149453.4
2003-05-04,158271,148576.33
2009-01-22,148056,148726.52
2011-02-28,120778,151849.55
2020-03-23,141472,149682.9
2022-04-26,143143,149838.03
2021-11-26,147891,148762.92
2016-07-16,124602,148904.73
2001-03-25,165441,150257.2
2010-08-25,131365,128774.16
2008-09-16,178396,149971.08
2022-06-04,136101,148985.0
2013-05-22,150503,125583.42
2000-06-26,151410,129345.77
2000-05-12,152825,144506.12
2004-07-23,146330,148276.27
2018-09-23,162011,147617.52
2007-01-26,135196,149842.1
2000-01-01,147752,145747.77
2024-02-03,162612,144944.81
2019-12-25,131403,149822.55
2010-07-22,139818,148928.62
2023-06-18,132645,128517.35
2015-08-27,128772,133376.95
2019-04-03,153882,149958.6
2005-06-18,156250,148616.52
2021-02-28,117889,150271.0
2010-02-09,151957,149099.61
2022-10-20,176311,126413.37
2013-08-21,131202,126698.78
2022-08-12,119635,127160.81
2023-06-21,165601,149081.66
2012-08-27,115810,149773.81
2001-02-12,183730,150309.84
2020-04-21,157286,150223.25
2012-12-30,160323,150080.56
2002-10-24,150982,149413.88
2000-06-06,133754,149168.1
2001-01-23,126139,125574.78
2008-03-30,140985,150321.97
2018-04-21,178584,146245.55
2022-04-04,176897,149753.64
2004-06-02,160647,149923.78
2016-08-17,150111,149132.94
2012-05-30,144795,130095.29
2001-12-13,134673,127236.79
2013-10-05,144140,147356.27
2001-05-25,171299,148903.4
2002-11-27,157849,149559.67
2017-09-03,153580,147913.64
2015-05-29,139214,149170.2
2010-06-23,146344,149634.2
2006-11-21,144751,149835.52
2020-07-20,133722,136141.73
2016-09-05,176878,149373.39
2005-03-03,104837,150364.44
2006-09-05,139986,129147.74
2014-04-17,156895,145911.08
2004-11-05,112868,129165.77
2005-10-08,152407,147371.66
2012-11-08,155443,150083.1
2012-09-25,141854,131446.27
2012-02-08,146348,150091.98
2008-06-07,169367,148582.89
2006-07-16,134598,148152.44
2015-10-13,153549,148462.33
2019-02-15,164299,149655.17
2012-10-30,160661,149326.95
2020-10-11,169021,146892.88
2010-10-31,138469,147521.84
2010-07-19,156358,149711.12
2012-12-14,167125,150305.78
2011-01-22,133767,150527.06
2002-03-05,133928,149988.5
2016-10-30,153849,148624.92
2005-02-07,176440,150230.5
2024-04-24,156087,150406.11
2014-10-16,134664,148377.17
2000-09-08,152465,149617.58
2014-10-14,152167,148615.12
2006-06-06,130027,149136.44
2008-04-07,150788,149520.1
2006-09-22,125830,147959.14
2004-11-18,142754,148815.34
2005-11-01,154931,151181.95
2007-12-07,125610,150965.05
2005-06-01,136153,149080.19
2003-05-18,130299,148802.45
2012-07-30,111250,133120.03
2017-09-20,132159,148742.83
2009-07-12,133791,148786.83
2017-09-11,165182,128666.57
2019-02-05,136022,148877.17
2021-01-05,139902,126184.234
2003-11-01,160072,147611.4
2008-12-16,170699,149434.89
2005-10-29,167883,147399.25
2012-04-16,169203,149025.97
2011-09-02,142594,150375.98
2017-03-02,156426,149416.39
2010-07-03,168103,149458.83
2005-04-12,136162,121277.77
2011-04-20,129956,149955.05
2018-10-02,157079,149367.98
2006-02-24,161874,149957.55
2013-11-08,168827,148388.39
2008-04-12,149072,150447.94
2005-06-25,152203,147716.31
2001-09-03,131499,149197.48
2019-02-25,131117,151074.86
2010-05-27,135547,124405.43
2023-09-02,160650,147904.12
2004-11-28,152067,146923.81
2022-03-01,148782,147895.95
2020-01-04,123965,145757.55
2006-04-20,163108,149794.6
2019-03-18,177208,149807.47
2023-01-05,132993,147542.0
2021-01-15,149710,149181.8
2024-05-13,147669,149846.0
2008-03-18,129319,122581.47
2001-05-18,138793,149373.19
2008-02-11,138585,150233.77
2000-10-01,153093,147858.66
2017-10-17,127014,149444.94
2013-04-28,142467,149325.27
2009-10-18,137326,147237.75
2023-07-07,140438,131518.84
2018-08-21,134087,150027.61
2018-05-29,137551,150046.05
2012-06-01,160399,148700.25
2023-10-23,140277,149711.95
2019-05-02,155866,148033.14
2013-05-03,146884,149628.12
2024-02-27,159212,149408.3
2001-11-14,113637,149323.42
2004-02-18,144609,149222.14
2002-09-24,163568,149107.77
2007-05-12,148239,149606.1
2004-09-16,146184,148596.02
2003-03-22,127326,123048.62
2003-09-08,136095,149160.67
2013-12-25,149823,150836.3
2002-01-14,151593,150223.55
2021-02-10,154931,148927.72
2012-04-10,135153,149682.75
2019-10-20,146684,149020.02
2004-08-28,168758,147088.67
2024-03-15,154594,149945.38
2014-05-26,123918,129818.72
2012-09-03,164377,150330.0
2017-06-18,159240,148439.72
2016-05-28,161413,149087.25
2010-09-23,146540,148061.95
2011-08-23,101983,131425.53
2001-11-24,148835,150014.0
2001-04-30,145492,150376.38
2021-10-31,176049,147204.77
2022-09-16,180461,147335.16
2002-09-09,165148,149802.95
2017-02-28,165575,151434.28
2000-03-20,155746,150219.31
2007-03-07,146425,149550.23
2006-11-22,165690,149114.45
2004-08-26,154834,147814.39
2017-08-16,158894,149302.69
2006-01-23,152268,150795.92
2017-11-02,160430,149310.42
2017-09-26,156162,150565.2
2022-12-11,132181,148777.7
2017-08-11,165891,149212.73
2004-06-30,117545,149498.17
2001-03-21,140060,147610.78
2020-02-19,160583,149288.72
2008-08-11,145082,149561.92
2015-05-07,167649,149509.34
2022-09-18,162725,147351.45
2008-09-01,140616,149426.77
2020-03-10,160450,149783.98
2009-12-03,184200,150632.62
2016-12-24,158518,148164.25
2011-07-30,155595,148200.22
2023-03-29,165459,148076.05
2023-08-14,127260,132092.36
2000-03-09,145164,150293.6
2007-05-30,140462,150566.56
2000-02-18,140700,150152.48
2002-11-19,136723,149398.19
2007-02-18,139111,150064.95
2024-01-08,148770,149969.38
2007-08-02,152150,148681.62
2021-12-27,146303,149350.08
2021-12-10,160342,150038.89
2012-10-16,133345,149302.16
2016-11-12,154583,150423.92
2012-05-31,133030,149906.31
2008-06-22,166429,148424.77
2004-01-07,158054,149477.1
2014-05-14,127427,149434.75
2001-01-28,166280,150430.44
2014-09-22,135027,150691.66
2000-08-18,149168,148599.53
2003-08-13,161344,149282.72
2000-02-11,170976,149769.92
2011-07-19,132449,127216.24
2010-04-30,158793,148239.0
2023-01-25,151343,149240.66
2011-10-23,119847,124811.99
2009-11-23,139984,149851.6
2016-04-02,173373,150230.02
2006-10-17,121900,124424.28
2019-06-25,125665,130143.375
2006-08-17,135355,148853.36
2003-08-16,159705,148509.5
2014-07-19,164644,148835.1
2016-04-14,168578,145995.06
2011-06-28,124959,150600.92
2004-01-31,130316,150663.1
2018-09-21,173647,147684.72
2007-05-16,146676,148794.11
2000-03-02,143569,150887.05
2011-11-26,122429,149945.25
2006-11-28,149462,150170.98
2006-11-26,143094,148046.03
2023-03-22,155362,147450.61
2001-02-06,166778,150058.14
2000-11-28,140079,150035.52
2020-04-18,151061,149881.66
2002-10-06,183135,147187.81
2003-03-14,156069,149422.73
2007-01-18,136988,149462.6
2021-07-03,121480,148607.22
2017-09-16,174003,147917.36
2007-06-08,157297,148791.39
2018-06-04,132652,132523.97
2011-06-01,126097,149293.12
2019-06-05,141657,149011.44
2020-02-20,135498,150062.28
2003-12-09,140495,149820.1
2016-11-19,173672,149149.16
2006-07-17,175789,149773.02
2017-02-06,129847,149792.33
2003-08-27,136327,148754.03
2019-10-10,148567,149221.64
2022-10-24,138774,149811.56
2024-04-29,154725,150851.84
2015-12-01,148391,150710.14
2004-11-10,162357,149427.83
2007-04-05,138825,149737.86
2008-01-11,120193,123976.06
2008-01-24,164483,148138.33
2014-09-12,163767,149075.62
2001-12-07,137415,150059.45
2022-12-07,128449,151184.38
2016-09-23,147336,147744.81
2022-01-08,138649,124940.41
2021-04-06,130912,149111.06
2009-12-04,149551,150203.28
2021-04-25,168401,149662.83
2013-07-20,156127,149373.72
2004-04-11,154696,147543.55
2010-10-12,141956,149761.7
2024-04-20,160703,149663.88
2004-04-24,152790,126509.52
2001-11-27,126290,128539.875
2003-01-08,98458,124590.17
2001-04-18,154374,149748.47
2001-01-14,140644,149668.5
2021-10-06,161824,148726.58
2017-04-26,126699,149569.67
2012-08-14,144058,149827.72
2023-05-10,163433,149633.86
2017-06-10,167008,148655.27
2011-08-24,160816,148970.73
2011-11-05,162315,148191.12
2011-03-05,138058,150030.64
2001-01-16,151541,150032.67
2015-12-11,144655,150833.8
2013-08-10,140760,130701.37
2005-07-01,133347,149192.7
2008-10-11,121383,126478.62
2019-06-20,123683,123921.695
2014-08-03,130762,147432.77
2018-03-09,158049,146888.8
2000-02-28,152670,151849.55
2021-03-30,150105,151857.61
2005-04-18,157612,149518.12
2005-12-31,154161,125861.7
2021-02-01,130816,149092.78
2019-05-26,152658,148775.22
2008-01-31,165426,150795.25
2024-07-21,146061,148777.58
2007-09-13,126442,129812.79
2003-04-08,141399,148994.84
2024-08-03,158130,147675.45
2002-05-08,150783,149160.06
2012-01-16,147238,150005.92
2024-03-29,107966,124554.82
2024-04-18,116998,149685.48
2018-02-13,154914,150464.31
2004-03-16,145111,149398.31
2024-07-18,172923,148579.05
2022-01-29,158359,150054.62
2005-06-15,129979,121922.125
2007-04-17,152733,149338.58
2014-12-20,137164,150251.97
2013-03-22,144977,150303.0
2011-11-29,180732,149856.98
2006-02-01,152923,150115.98
2011-12-16,125417,125363.82
2005-11-02,112716,150044.5
2006-03-23,117373,147488.69
2011-06-17,175276,149098.88
2015-06-05,142343,149500.55
2017-11-19,146787,150226.28
2015-02-04,133906,150077.64
2009-04-06,185042,149534.66
2004-03-13,168999,150076.47
2009-02-19,104024,122321.74
2019-01-12,160745,146638.0
2020-04-10,131231,145916.08
2010-01-04,155681,149801.9
2017-04-01,166188,150458.36
2020-10-06,147678,149129.33
2012-05-02,153842,149575.44
2008-06-14,136963,148794.4
2006-09-12,127843,149591.6
2000-08-02,163417,149091.05
2014-04-06,162957,146635.27
2019-07-23,118766,149306.48
2018-11-11,139615,149229.03
2002-05-12,125023,126502.82
2000-01-04,137692,150397.1
2022-07-23,155248,147837.05
2024-05-06,147109,149632.45
2009-09-25,143590,147710.6
2023-12-30,141017,148575.88
2000-06-30,161570,148045.84
2004-06-06,135034,148604.88
2010-12-15,153846,149890.83
2016-07-30,174662,148322.78
2011-10-06,125593,148742.97
2012-11-03,166227,149310.34
2007-10-11,148787,149048.64
2005-01-18,135314,150053.72
2005-04-06,175083,149893.06
2021-05-28,149505,148902.1
2023-03-19,128497,150162.81
2018-06-24,157091,148235.84
2021-02-02,139178,150195.28
2010-07-01,160453,150238.1
2000-03-11,154283,150324.66
2001-06-28,153813,148503.39
2014-05-21,126373,149353.45
2002-04-15,146413,149246.9
2008-01-18,156645,150286.02
2004-11-25,149200,123587.31
2024-06-16,143515,147948.6
2013-03-31,122138,150566.05
2023-10-27,156469,148736.02
2001-01-02,172470,148762.88
2018-08-17,165973,148600.52
2018-01-16,182033,149186.45
2015-09-08,156730,149849.12
2018-06-15,160164,148665.52
2002-05-27,139365,150090.9
2021-01-18,155058,150129.19
2008-03-01,157869,149872.27
2023-12-24,170504,149084.58
2024-01-29,150580,152326.19
2005-11-15,142480,149721.88
2022-02-27,134184,146715.69
2012-12-05,115691,129173.45
2022-10-19,157333,148712.31
2004-03-24,131410,150713.53
2019-04-13,147239,150481.75
2023-09-27,195728,148128.97
2023-01-17,154814,149374.77
2011-08-02,145780,149264.34
2013-10-24,172933,147768.08
2019-06-10,163215,149055.34
2003-12-03,142048,150350.81
2017-07-02,141227,148961.33
2013-10-25,152135,147943.56
2022-01-13,178345,148552.58
2008-07-28,143846,151486.02
2005-11-27,98679,124059.91
2017-07-11,137964,150049.44
2010-08-05,158107,150331.08
2022-06-15,183842,146306.48
2008-02-08,129780,148969.83
2007-09-17,172158,149103.23
2011-12-01,177521,149286.05
2017-05-21,154071,149638.05
2008-12-23,151325,148864.89
2006-09-30,152481,147676.03
2000-08-06,157773,148059.36
2022-09-23,129385,147568.22
2017-12-12,146573,150357.22
2017-10-13,164450,148800.7
2005-10-11,160614,149495.75
2003-05-29,158388,149385.95
2013-07-05,156759,148811.2
2007-10-04,137348,148724.44
2018-08-31,114199,148060.52
2013-09-20,142417,148195.33
2004-07-01,180645,148983.81
2020-07-11,151130,148451.8
2019-05-27,119462,149667.36
2001-07-30,134979,151367.67
2008-05-22,164831,149101.19
2003-03-12,166433,149241.69
2007-09-21,134616,147791.47
2014-06-15,146318,148900.47
2001-02-19,117354,125434.93
2010-04-03,164598,150368.77
2022-07-20,183199,149005.45
2004-10-13,123288,149360.31
2002-01-29,170787,152094.34
2003-10-17,150438,147864.25
2018-07-27,171017,147648.48
2003-04-16,125276,150013.1
2010-05-09,182337,146703.08
2020-09-11,158392,148606.38
2005-05-08,164669,146892.39
2008-08-12,166982,149650.23
2007-07-05,108111,128791.66
2018-07-03,133262,149479.9
2019-09-12,136388,148841.97
2007-02-05,138414,149606.2
2004-10-12,168605,149600.05
2002-02-21,147847,148062.0
2005-01-14,131374,148091.89
2000-11-24,140994,149310.98
2015-06-09,147397,149326.17
2013-03-12,150289,149757.67
2008-04-20,156808,147783.17
2008-05-28,142850,149385.8
2008-09-29,155953,149981.05
2014-06-21,147901,148186.47
2003-01-16,166127,149208.53
2005-11-08,154264,150687.5
2023-07-16,143615,148281.44
2013-02-06,160142,149322.12
2015-05-10,159521,150088.9
2003-07-05,147600,127569.6
2016-08-24,151150,149458.19
2006-02-17,125539,123095.66
2012-03-05,140011,149462.31
2007-06-22,163840,148805.31
2013-04-22,155678,149270.48
2020-09-05,144007,148932.53
2014-09-15,139877,149686.95
2002-08-28,172901,148555.89
2012-01-29,117161,150553.03
2009-11-17,147343,149603.58
2014-04-18,161344,149703.22
2010-04-04,158597,150771.3
2016-10-16,160434,146921.22
2023-10-09,122026,128582.61
2017-06-19,143178,149619.44
2017-01-06,150909,149666.97
2003-07-06,141087,148856.28
2022-03-09,139919,149402.19
2011-04-03,163737,150522.8
2021-06-22,172138,149229.95
2003-12-08,195147,150006.03
2005-12-23,167695,149907.86
2023-09-08,129073,149857.39
2000-04-21,124437,149598.92
2020-10-15,125277,148732.88
2012-01-25,164845,151426.42
2005-11-22,120591,149466.8
2011-11-13,126483,148453.17
2020-11-21,167465,149983.12
2010-03-06,152845,150015.98
2021-08-02,129825,149377.66
2009-07-29,135839,148957.77
2014-11-29,175302,148249.94
2018-12-06,147369,150599.14
2007-04-30,115142,150399.77
2007-07-11,183215,149688.42
2003-07-22,143166,149120.55
2013-02-22,117334,149796.08
2002-01-10,128191,149839.28
2010-04-29,123813,151073.34
2021-06-16,150690,149018.81
2008-02-02,151747,146714.14
2018-08-11,141492,148804.95
2010-10-24,138070,147846.44
2016-06-16,147699,149411.73
2016-02-25,136799,149911.34
2006-10-14,143152,148341.02
2013-10-07,168821,149289.53
2016-04-30,157528,147707.3
